Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Care & Instructions (product.metafields.my_fields.care_instructions),Color (product.metafields.my_fields.color),Dimensions (product.metafields.my_fields.dimensions),EMI From (product.metafields.my_fields.emi_from),Estimate shipping time (product.metafields.my_fields.estimate_shipping_time),Free Delivery (product.metafields.my_fields.free_delivery),Marchant Details (product.metafields.my_fields.marchant_details),Material (product.metafields.my_fields.material),Product Subtitle (product.metafields.my_fields.product_subtitle),related 1 (product.metafields.my_fields.related_1),related 2 (product.metafields.my_fields.related_2),related 3 (product.metafields.my_fields.related_3),related 4 (product.metafields.my_fields.related_4),Short Description (product.metafields.my_fields.short_description),Soldout message (product.metafields.my_fields.soldout_message),Style (product.metafields.my_fields.style),Weight (product.metafields.my_fields.weight),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Leg material (product.metafields.shopify.leg-material),Material (product.metafields.shopify.material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Mounting type (product.metafields.shopify.mounting-type),Suitable location (product.metafields.shopify.suitable-location),Tabletop color (product.metafields.shopify.tabletop-color),Tabletop material (product.metafields.shopify.tabletop-material),Tabletop shape (product.metafields.shopify.tabletop-shape),Top color (product.metafields.shopify.top-color),Top material (product.metafields.shopify.top-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sanque-tv-unit-premyrr-range-walnut-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-STW-WL-02.jpg?v=1754908547,2,"Sanque TV Unit (Premyrr range, Standard) |Walnut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-STW-WL-04.jpg?v=1754908547,3,"Sanque TV Unit (Premyrr range, Standard) |Walnut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-STW-WL-05.jpg?v=1754908547,4,"Sanque TV Unit (Premyrr range, Standard) |Walnut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-STW-WL-06.jpg?v=1754908547,5,"Sanque TV Unit (Premyrr range, Standard) |Walnut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-STW-WL-07.jpg?v=1754908547,6,"STV Unit (Premyrr range, Standard) |Walnut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-STW-WL-09.jpg?v=1754908548,7,"Sanque TV Unit (Premyrr range, Standard) |Walnut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TVSizeChart_a6f0f9bc-34e7-47eb-83b4-2e761d3f1169.jpg?v=1754908548,8,"Sanque TV Unit (Premyrr range, Standard) |Walnut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frost-large,"Sanque TV Unit (Premyrr range, Walnut & frosty, Large)","<ul data-mce-fragment=""1"" class=""a-unordered-list a-vertical a-spacing-mini"">
<li data-mce-fragment=""1"">
<p><span data-mce-fragment=""1"" class=""a-list-item"">Product Dimensions: Length (160 Cm) Breadth (27 Cm) Height (25 Cm)</span></p>
</li>
<li data-mce-fragment=""1"">
<p><span class=""a-list-item"" data-mce-fragment=""1"">Material: Engineering Wood with natural wood grain finish</span></p>
</li>
<li data-mce-fragment=""1"">
<p><span class=""a-list-item"" data-mce-fragment=""1"">Color: (Walnut &amp; Frosty), Style: Contemporary</span></p>
</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"" class=""a-list-item"">This Entertainment unit is ideal for up to 60"" TV. </span></li>
<li data-mce-fragment=""1"">
<p><span class=""a-list-item"" data-mce-fragment=""1"">Assembly Required: DIY (Do-It-Yourself) Installation, it means you'll have to install it yourself or arrange a carpenter to install it for you. It comes with the necessary hardware including a detailed installation guide.</span></p>
</li>
<li data-mce-fragment=""1"">
<p>Warranty: 2 years of warranty against manufacturing defects</p>
</li>
</ul>
<span data-mce-fragment=""1"" data-resolver=""CQResolver"" data-position="""" data-edit-data-state=""featureBulletsEDPEditData"" data-display-name=""Bullet Points"" data-custom-event-handler="""" data-feature-container-id="""" data-metadata=""CATALOG"" data-defects='[{""id"":""defect-mismatch-info"",""value"":""Different from product""},{""id"":""defect-missing-information"",""value"":""Missing information""},{""id"":""defect-unessential-info"",""value"":""Unimportant information""},{""id"":""defect-other-productinfo-issue"",""value"":""Other""}]' data-data-hash=""4145826824"" data-edp-asin=""B0C4L2DJWK"" data-edp-feature-name=""featurebullets"" class=""edp-feature-declaration""></span>
<div data-mce-fragment=""1"" data-cel-widget=""provenanceCertifications_feature_div"" data-csa-c-id=""x6dep-72tbz-r1lyv8-1omy8f"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B0C4L2DJWK"" data-csa-c-slot-id=""provenanceCertifications_feature_div"" data-csa-c-content-id=""provenanceCertifications"" data-csa-c-type=""widget"" data-feature-name=""provenanceCertifications"" class=""celwidget"" id=""provenanceCertifications_feature_div""><br data-mce-fragment=""1""></div>
<p data-mce-fragment=""1"" data-cel-widget=""customerReviewsAttribute_feature_div"" data-csa-c-id=""vfrqjx-8p6nu7-e3assm-a67384"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B0C4L2DJWK"" data-csa-c-slot-id=""customerReviewsAttribute_feature_div"" data-csa-c-content-id=""customerReviewsAttribute"" data-csa-c-type=""widget"" data-feature-name=""customerReviewsAttribute"" class=""celwidget"" id=""customerReviewsAttribute_feature_div""><br data-mce-fragment=""1""></p>
<div data-mce-fragment=""1"" data-cel-widget=""globalStoreInfoBullets_feature_div"" data-csa-c-id=""evasvt-ic4n8m-b4l7wi-1yplwn"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B0C4L2DJWK"" data-csa-c-slot-id=""globalStoreInfoBullets_feature_div"" data-csa-c-content-id=""globalStoreInfoBullets"" data-csa-c-type=""widget"" data-feature-name=""globalStoreInfoBullets"" class=""celwidget"" id=""globalStoreInfoBullets_feature_div""><br data-mce-fragment=""1""></div>
<div data-mce-fragment=""1"" data-cel-widget=""andonCord_feature_div"" data-csa-c-id=""rru1lj-4zvtun-dwdajd-bfst7x"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B0C4L2DJWK"" data-csa-c-slot-id=""andonCord_feature_div"" data-csa-c-content-id=""andonCord"" data-csa-c-type=""widget"" data-feature-name=""andonCord"" class=""celwidget"" id=""andonCord_feature_div""><br data-mce-fragment=""1""></div>
<div data-mce-fragment=""1"" id=""HLCXComparisonJumplink_feature_div""><br data-mce-fragment=""1""></div>
<div data-mce-fragment=""1"" data-cel-widget=""tellAmazon_feature_div"" data-csa-c-id=""fni37f-3ha7k6-6ei6a1-qjiphm"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-asin=""B0C4L2DJWK"" data-csa-c-slot-id=""tellAmazon_feature_div"" data-csa-c-content-id=""tellAmazon"" data-csa-c-type=""widget"" data-feature-name=""tellAmazon"" class=""celwidget"" id=""tellAmazon_feature_div"">
<div data-mce-fragment=""1"" data-cel-widget=""tell-amazon-desktop_DetailPage_0"" data-csa-c-id=""9298sw-uugkwv-xj7muo-15y2fu"" data-csa-c-painter=""tell-amazon-desktop-cards"" data-csa-c-type=""widget"" data-csa-c-slot-id=""DsUnknown-1"" data-csa-c-content-id=""DsUnknown"" data-csa-op-log-render="""" class=""celwidget c-f"" cel_widget_id=""tell-amazon-desktop_DetailPage_0"">
<div data-mce-fragment=""1"" data-mix-claimed=""true"" data-acp-tracking=""{}"" data-card-metrics-id=""tell-amazon-desktop_DetailPage_0"" id=""CardInstancezMG_YE855XUOHI_DjX_Z5w"">
<div data-mce-fragment=""1"" class=""_tell-amazon-desktop_style_tell_amazon_desktop_div__1Loux"" data-asin=""B0C4L2DJWK""></div>
</div>
</div>
</div>",Bluewud,,"",#c0432a__label:New,true,Title,Default Title,,,,,,,,TU-SNNQ.P-LALF,0.0,shopify,deny,manual,3849.00,5449.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-WL-01.jpg?v=1754908548,1,"",false,,,,,,,,,,,,,,,,Walnut & Frosty,Length (160 Cm) Breadth (27 Cm) Height (25 Cm),,,Ships in 4-6 Days,,Engineering Wood ,"Large, Walnut & Frosty",,,,,,,Contemporary,,,,,,,,,,,,,,,,,kg,,,active
sanque-tv-unit-premyrr-range-walnut-frost-large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-WL-02.jpg?v=1754908548,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frost-large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-WL-06.jpg?v=1754908548,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frost-large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-WL-07.jpg?v=1754908549,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frost-large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-SNQ-WL-09.jpg?v=1754908549,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sanque-tv-unit-premyrr-range-walnut-frost-large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TVSizeChart.jpg?v=1754908549,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,"Ender sofa side end table (Premyrr range ,Wenge & Frosty )","<ul class=""a-unordered-list a-vertical a-spacing-mini"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<p><span class=""a-list-item"" data-mce-fragment=""1"">Product Dimensions :: Length ( 60 Cm) Breadth ( 40 Cm) Height( 63 Cm).</span></p>
</li>
<li data-mce-fragment=""1"">
<p><span class=""a-list-item"" data-mce-fragment=""1"">Made of Particle Board (High grade prelam engineering wood with natural wood grain finish)</span></p>
</li>
<li data-mce-fragment=""1"">
<p><span class=""a-list-item"" data-mce-fragment=""1"">Product Color: Wenge &amp; Frosty| Type- Floor Standing | Ideal for Bedside</span></p>
</li>
<li data-mce-fragment=""1"">
<p><span class=""a-list-item"" data-mce-fragment=""1"">[[ DIY (Do-It-Yourself) Installation]] It means you'll have to install it yourself or arrange a carpenter (at your own cost) to install it for you. It comes with the necessary hardware including a detailed installation guide.</span></p>
</li>
<li data-mce-fragment=""1"">
<p><span class=""a-list-item"" data-mce-fragment=""1"">Product Warranty: 2 years warranty on manufacturing defects.</span></p>
</li>
</ul>",Bluewud,,"",#c0432a__label:New,true,Color,Wenge,,,,,,,,FT-EDR.P-WF,0.0,shopify,deny,manual,2299.00,3599.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/lifestylewengecopys.jpg?v=1754908549,1,Ender sofa side end table |Wenge,false,,,,,,,,,,,,,,,,Frosty & Wenge,Length ( 60 Cm) Breadth ( 40 Cm) Height( 63 Cm).,,,Ships in 4-6 Days,,Engineered Wood,Wenge & Frosty,,,,,,,Contemporary,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/lifestylewengecopys.jpg?v=1754908549,kg,,,active
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,Walnut,,,,,,,,FT-EDR.P-LF,0.0,shopify,deny,manual,2199.00,3599.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/view_02copywenge.jpg?v=1754908549,2,Ender sofa side end table |Wenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/lifestylewengecopyss.jpg?v=1754908550,kg,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/render_03-Recoveredcopyasds.jpg?v=1754908550,3,Ender sofa side end table |Wenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/render_04-Recoveredcopysss.jpg?v=1754908550,4,Ender sofa side end table |Wenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/dim2.jpg?v=1754908550,5,Ender sofa side end table |Wenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/wenge_01-Recoveredcopyfdf.jpg?v=1754908550,6,Ender sofa side end table |Wenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/wenge_02-Recoveredcopy.jpg?v=1754908550,7,Ender sofa side end table |Wenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/lifestylewengecopyss.jpg?v=1754908550,8,Ender sofa side end table |Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/view_02copywalnut.jpg?v=1754908550,9,Ender sofa side end table |Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/render_03-Recoveredcopyddd.jpg?v=1754908550,10,Ender sofa side end table |Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/sds.jpg?v=1754908550,11,Ender sofa side end table |Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/dim_9c06253a-4e97-46dc-b025-5ad39066bb43.jpg?v=1754908550,12,Ender sofa side end table |Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/sss.jpg?v=1754908550,13,Ender sofa side end table |Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ender-sofa-side-end-table-premyrr-range-wenge-frosty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/wenge_02-Recoveredcopyss.jpg?v=1754908550,14,Ender sofa side end table |Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatdol-tv-unit,Anatdol TV Unit,"<ul class=""a-unordered-list a-vertical a-spacing-mini"" data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Product Dimensions: Length (120Cm / 47.2"" ) Breadth (35Cm / 13.7"") Height (41.5Cm / 16.3"").</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Made of Particle Board (High grade prelam engineering wood with natural wood grain finish)</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Product Color: (Wenge &amp; White) | Type - Floor Standing | Ideal TV Size - Up to 42""</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">It is a DIY (Do-It-Yourself) product, which means you'll have to install it yourself or arrange a carpenter (at your own cost) to install it for you. It comes with the necessary hardware including a detailed installation guide.</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Product Warranty :: 2 year warranty on manufacturing defects.</span></li>
</ul>",Bluewud,,"","",false,Title,Default Title,,,,,,,,TU-ATD-WFO,19500.0,shopify,deny,manual,4464.00,6449.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-ATD-WF-01_5854f4ca-6362-4287-bff0-7246ba7a1cab.jpg?v=1754908551,1,"",false,,,,,,,,,,,,,,,,Wenge & Frsoty White,"Length (120Cm / 47.2"" ) Breadth (35Cm / 13.7"") Height (41.5Cm / 16.3"").",,,Ships in 4-6 Days,,Engineered Wood,"Wenge & White ,Ideal for Upto 50""",,,,,,,Contemporay,19.5kg,,,,,,,,,,,,,,,,kg,,,draft
anatdol-tv-unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/MicrosoftTeams-image_83_44b49368-15cb-47aa-a34b-6acc6c3cadb3.jpg?v=1754908551,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatdol-tv-unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/MicrosoftTeams-image_82.jpg?v=1754908551,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatdol-tv-unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-ATD-WF-05_9ffb19ad-04f8-4000-b8db-66bdcc6f614a.jpg?v=1754908551,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatdol-tv-unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-ATD-WF-07_de6ad972-769f-4904-af8f-8bc3efe75575.jpg?v=1754908552,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anatdol-tv-unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/files/TU-ATD-WF-08_487c3ef8-7d7d-4b9c-9059-4c09e08cd5af.jpg?v=1754908552,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dummy-product,Dummy Product,"<span>s simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</span>",Bluewud,,"","",true,Style,Classic,,Color,Wenge,,,,,DUMMY1,0.0,shopify,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-01.jpg?v=1754908552,1,Dummy Product |Classic,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-05.jpg?v=1754908553,kg,,,active
dummy-product,,,,,,,,,Classic,,,Walnut,,,,,DUMMY2,0.0,shopify,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-02.jpg?v=1754908552,2,Dummy Product |Premier / Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-01.jpg?v=1754908552,kg,,,
dummy-product,,,,,,,,,Emperio,,,Wenge,,,,,DUMMYx,0.0,shopify,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-03.jpg?v=1754908552,3,Dummy Product |Emperio / Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-02.jpg?v=1754908552,kg,,,
dummy-product,,,,,,,,,Emperio,,,Walnut,,,,,DUMMYyyyy,0.0,shopify,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-04.jpg?v=1754908552,4,Dummy Product |Emperio / Wenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-04.jpg?v=1754908552,kg,,,
dummy-product,,,,,,,,,Premier,,,Wenge,,,,,DUMMYn,0.0,shopify,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-05.jpg?v=1754908553,5,Dummy Product |Classic / Wenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-15_a78803ce-e90b-4f8b-9e7d-6da9ec79a8fe.jpg?v=1754908553,kg,,,
dummy-product,,,,,,,,,Premier,,,Walnut,,,,,DUMMYh,0.0,shopify,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-06.png?v=1754908553,6,Dummy Product |Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-DAR-FL-01.jpg?v=1754908553,kg,,,
dummy-product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-FL-FL-15_a78803ce-e90b-4f8b-9e7d-6da9ec79a8fe.jpg?v=1754908553,7,Dummy Product |Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dummy-product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-DAR-FL-01.jpg?v=1754908553,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dummy-product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/dimentional.jpg?v=1754908553,9,Dummy Product |Classic / Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dummy-product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-CRL-W-01.jpg?v=1754908553,10,Dummy Product |Classic / Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dummy-product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1808/6469/products/TU-CRL-W-02.jpg?v=1754908553,11,Dummy Product |Classic / Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
